"id","url","uploaded","type","duration","createdAt","updatedAt","userId"
187,"Txbqk6XyFI8","2019-07-06 15:29:59.625+02","youtube",387,"2019-07-06 15:29:59.626+02","2019-07-06 15:29:59.626+02",3
188,"703XOt9Xoe8","2019-07-06 18:27:16.57+02","youtube",143,"2019-07-06 18:27:16.57+02","2019-07-06 18:27:16.57+02",3
189,"FmD4z0Jm1xU","2019-07-06 18:34:51.271+02","youtube",325,"2019-07-06 18:34:51.271+02","2019-07-06 18:34:51.271+02",3
190,"BuFlw17Mu_M","2019-07-06 18:41:49.531+02","youtube",454,"2019-07-06 18:41:49.531+02","2019-07-06 18:41:49.531+02",3
191,"RJVqs_mhOA4","2019-07-06 18:44:38.252+02","youtube",278,"2019-07-06 18:44:38.252+02","2019-07-06 18:44:38.252+02",3
192,"SnruMBFM-bY","2019-07-06 19:00:43.823+02","youtube",468,"2019-07-06 19:00:43.823+02","2019-07-06 19:00:43.823+02",3
193,"WZQzW48Pe60","2019-07-06 19:30:38.79+02","youtube",136,"2019-07-06 19:30:38.79+02","2019-07-06 19:30:38.79+02",3
194,"HingfZLFTA0","2019-07-06 19:43:42.001+02","youtube",300,"2019-07-06 19:43:42.001+02","2019-07-06 19:43:42.001+02",3
195,"arDp6ZCFRMY","2019-07-06 19:46:55.655+02","youtube",326,"2019-07-06 19:46:55.656+02","2019-07-06 19:46:55.656+02",3
196,"nFor9gI8IrM","2019-07-06 19:49:16.006+02","youtube",111,"2019-07-06 19:49:16.006+02","2019-07-06 19:49:16.006+02",3
197,"vTYEpB8LfYU","2019-07-06 19:51:46.044+02","youtube",215,"2019-07-06 19:51:46.044+02","2019-07-06 19:51:46.044+02",3
198,"D1r9SliaNCA","2019-07-06 19:53:21.33+02","youtube",32,"2019-07-06 19:53:21.33+02","2019-07-06 19:53:21.33+02",3
199,"D1r9SliaNCA","2019-07-06 19:57:15.493+02","youtube",32,"2019-07-06 19:57:15.493+02","2019-07-06 19:57:15.493+02",3
200,"29_StUojBP4","2019-07-06 19:59:43.69+02","youtube",78,"2019-07-06 19:59:43.69+02","2019-07-06 19:59:43.69+02",3
201,"SjwK0RFunqk","2019-07-06 20:05:22.204+02","youtube",114,"2019-07-06 20:05:22.204+02","2019-07-06 20:05:22.204+02",3
202,"Rxv2vxjW3i8","2019-07-06 20:07:42.612+02","youtube",555,"2019-07-06 20:07:42.612+02","2019-07-06 20:07:42.612+02",3
203,"_sCkBf83WjA","2019-07-06 20:28:31.013+02","youtube",91,"2019-07-06 20:28:31.013+02","2019-07-06 20:28:31.013+02",3
204,"nItshHV_h9w","2019-07-06 20:33:46.002+02","youtube",151,"2019-07-06 20:33:46.002+02","2019-07-06 20:33:46.002+02",3
205,"wOOHNUQaCyo","2019-07-06 20:36:09.409+02","youtube",268,"2019-07-06 20:36:09.409+02","2019-07-06 20:36:09.409+02",3
206,"qYvZqPGedo0","2019-07-06 20:47:41.103+02","youtube",1478,"2019-07-06 20:47:41.103+02","2019-07-06 20:47:41.103+02",3
207,"LBjtXOWuEPo","2019-07-06 20:53:49.602+02","youtube",112,"2019-07-06 20:53:49.603+02","2019-07-06 20:53:49.603+02",3
208,"65KwTpS-GP0","2019-07-06 20:56:26.135+02","youtube",191,"2019-07-06 20:56:26.135+02","2019-07-06 20:56:26.135+02",3
209,"U-XKHgqxl4U","2019-07-06 21:09:06.281+02","youtube",532,"2019-07-06 21:09:06.281+02","2019-07-06 21:09:06.281+02",3
210,"y9IdTF_Yg30","2019-07-06 21:23:34.325+02","youtube",155,"2019-07-06 21:23:34.325+02","2019-07-06 21:23:34.325+02",3
211,"zwSJ6FdEfAY","2019-07-06 21:31:17.872+02","youtube",313,"2019-07-06 21:31:17.872+02","2019-07-06 21:31:17.872+02",3
212,"o0OvFlS9rQ0","2019-07-06 21:47:50.523+02","youtube",182,"2019-07-06 21:47:50.523+02","2019-07-06 21:47:50.523+02",3
213,"PSU7q9FzDQ8","2019-07-06 21:48:55.311+02","youtube",137,"2019-07-06 21:48:55.312+02","2019-07-06 21:48:55.312+02",3
214,"931o6HsBw60","2019-07-06 21:51:52.213+02","youtube",375,"2019-07-06 21:51:52.213+02","2019-07-06 21:51:52.213+02",3
215,"r5UOQKExjoc","2019-07-06 21:55:42.817+02","youtube",137,"2019-07-06 21:55:42.817+02","2019-07-06 21:55:42.817+02",3
216,"r5UOQKExjoc","2019-07-06 21:57:00.332+02","youtube",137,"2019-07-06 21:57:00.332+02","2019-07-06 21:57:00.332+02",3
217,"931o6HsBw60","2019-07-06 22:00:22.764+02","youtube",375,"2019-07-06 22:00:22.764+02","2019-07-06 22:00:22.764+02",3
218,"bWml2Alyyi4","2019-07-06 22:08:35.388+02","youtube",474,"2019-07-06 22:08:35.388+02","2019-07-06 22:08:35.388+02",3
219,"eym10GGidQU","2019-07-07 12:19:27.047+02","youtube",306,"2019-07-07 12:19:27.048+02","2019-07-07 12:19:27.048+02",3
220,"1vINx0ajcVw","2019-07-07 12:27:25.467+02","youtube",868,"2019-07-07 12:27:25.467+02","2019-07-07 12:27:25.467+02",3
221,"Z9MfCqADAPA","2019-07-07 12:30:35.273+02","youtube",67,"2019-07-07 12:30:35.273+02","2019-07-07 12:30:35.273+02",3
222,"ewTTylTaaV4","2019-07-07 12:34:54.929+02","youtube",127,"2019-07-07 12:34:54.929+02","2019-07-07 12:34:54.929+02",3
223,"IcR2hfExuXw","2019-07-07 12:41:18.511+02","youtube",1501,"2019-07-07 12:41:18.511+02","2019-07-07 12:41:18.511+02",3
224,"1kZJLigrGTs","2019-07-07 13:10:44.322+02","youtube",1396,"2019-07-07 13:10:44.322+02","2019-07-07 13:10:44.322+02",3
225,"laXQnJfpTlc","2019-07-07 14:16:36.935+02","youtube",1287,"2019-07-07 14:16:36.936+02","2019-07-07 14:16:36.936+02",3
226,"WrLFbjBn4Tk","2019-07-07 14:22:52.56+02","youtube",244,"2019-07-07 14:22:52.56+02","2019-07-07 14:22:52.56+02",2
227,"WrLFbjBn4Tk","2019-07-07 14:26:29.126+02","youtube",244,"2019-07-07 14:26:29.127+02","2019-07-07 14:26:29.127+02",2
228,"WrLFbjBn4Tk","2019-07-07 14:28:04.104+02","youtube",244,"2019-07-07 14:28:04.104+02","2019-07-07 14:28:04.104+02",2
229,"bWml2Alyyi4","2019-07-07 20:52:32.939+02","youtube",474,"2019-07-07 20:52:32.939+02","2019-07-07 20:52:32.939+02",3
230,"ueNWlMyUNy4","2019-07-07 21:04:27.535+02","youtube",756,"2019-07-07 21:04:27.535+02","2019-07-07 21:04:27.535+02",3
231,"BdgCRiw0swg","2019-07-07 21:21:01.638+02","youtube",411,"2019-07-07 21:21:01.638+02","2019-07-07 21:21:01.638+02",3
232,"BdgCRiw0swg","2019-07-07 21:26:54.98+02","youtube",411,"2019-07-07 21:26:54.98+02","2019-07-07 21:26:54.98+02",3
233,"Akeb84kYsp8","2019-07-07 21:41:41.376+02","youtube",144,"2019-07-07 21:41:41.376+02","2019-07-07 21:41:41.376+02",2
234,"nhNNi-kXE_4","2019-07-07 21:45:35.734+02","youtube",830,"2019-07-07 21:45:35.734+02","2019-07-07 21:45:35.734+02",3
235,"HBJpykHbbYI","2019-07-07 21:53:24.819+02","youtube",564,"2019-07-07 21:53:24.819+02","2019-07-07 21:53:24.819+02",3
236,"ueNWlMyUNy4","2019-07-07 22:04:40.055+02","youtube",756,"2019-07-07 22:04:40.055+02","2019-07-07 22:04:40.055+02",3
237,"HBJpykHbbYI","2019-07-07 22:09:30.59+02","youtube",564,"2019-07-07 22:09:30.59+02","2019-07-07 22:09:30.59+02",3
238,"Pf4T4z2815g","2019-07-10 20:33:36.79+02","youtube",2637,"2019-07-10 20:33:36.792+02","2019-07-10 20:33:36.792+02",2
239,"70_yO4bjFAc","2019-07-10 20:36:14.54+02","youtube",1425,"2019-07-10 20:36:14.54+02","2019-07-10 20:36:14.54+02",2
240,"QgcF1jd1YqU","2019-07-10 20:38:16.904+02","youtube",3557,"2019-07-10 20:38:16.904+02","2019-07-10 20:38:16.904+02",2
241,"v7NpiQl89oU","2019-07-10 20:43:21.052+02","youtube",574,"2019-07-10 20:43:21.052+02","2019-07-10 20:43:21.052+02",2
242,"1d9pAofWdac","2019-07-10 20:47:18.201+02","youtube",724,"2019-07-10 20:47:18.201+02","2019-07-10 20:47:18.201+02",2
243,"U6X-ZeYC54E","2019-07-10 20:48:57.654+02","youtube",2478,"2019-07-10 20:48:57.654+02","2019-07-10 20:48:57.654+02",2
244,"PvuwqqDob04","2019-07-10 20:50:51.121+02","youtube",6792,"2019-07-10 20:50:51.121+02","2019-07-10 20:50:51.121+02",2
245,"CrXi_5F3-Ig","2019-07-10 20:53:50.439+02","youtube",444,"2019-07-10 20:53:50.44+02","2019-07-10 20:53:50.44+02",2
246,"MiemsePSXuA","2019-07-10 21:00:04.829+02","youtube",3727,"2019-07-10 21:00:04.829+02","2019-07-10 21:00:04.829+02",2
247,"dauV6i5uu_E","2019-07-10 21:05:02.539+02","youtube",97,"2019-07-10 21:05:02.539+02","2019-07-10 21:05:02.539+02",2
248,"Ri8_FLvYD18","2019-07-10 21:08:07.234+02","youtube",376,"2019-07-10 21:08:07.234+02","2019-07-10 21:08:07.234+02",2
249,"s_PV67tBzI0","2019-07-10 21:09:54.955+02","youtube",5152,"2019-07-10 21:09:54.955+02","2019-07-10 21:09:54.955+02",2
250,"NziHlTrYQ24","2019-07-10 21:11:30.892+02","youtube",3152,"2019-07-10 21:11:30.892+02","2019-07-10 21:11:30.892+02",2
251,"NziHlTrYQ24","2019-07-10 21:21:40.599+02","youtube",3152,"2019-07-10 21:21:40.599+02","2019-07-10 21:21:40.599+02",2
252,"u9WJkcXSAIQ","2019-07-10 21:26:37.082+02","youtube",491,"2019-07-10 21:26:37.083+02","2019-07-10 21:26:37.083+02",2
253,"JKyzuUfLn8I","2019-07-10 21:32:11.251+02","youtube",2647,"2019-07-10 21:32:11.251+02","2019-07-10 21:32:11.251+02",2
254,"RpD5DYQEtWg","2019-07-10 21:43:52.729+02","youtube",164,"2019-07-10 21:43:52.729+02","2019-07-10 21:43:52.729+02",2
255,"fQCsqrF2ZM8","2019-07-10 21:47:48.939+02","youtube",2669,"2019-07-10 21:47:48.939+02","2019-07-10 21:47:48.939+02",2
256,"00N7LdfPTdo","2019-07-10 21:52:22.93+02","youtube",2587,"2019-07-10 21:52:22.93+02","2019-07-10 21:52:22.93+02",2
257,"QjhqM922EMc","2019-07-10 22:04:51.297+02","youtube",2662,"2019-07-10 22:04:51.297+02","2019-07-10 22:04:51.297+02",2
258,"uLSv17iE_4Q","2019-07-11 21:15:39.546+02","youtube",1317,"2019-07-11 21:15:39.546+02","2019-07-11 21:15:39.546+02",3
259,"OUkeXs2cSJI","2019-07-11 21:48:56.797+02","youtube",168,"2019-07-11 21:48:56.797+02","2019-07-11 21:48:56.797+02",3
260,"AXCNVy9nwA8","2019-07-11 22:19:39.244+02","youtube",877,"2019-07-11 22:19:39.244+02","2019-07-11 22:19:39.244+02",3
261,"xIqeah_oEqM","2019-07-11 22:27:05.669+02","youtube",490,"2019-07-11 22:27:05.669+02","2019-07-11 22:27:05.669+02",3
262,"AXCNVy9nwA8","2019-07-11 22:32:39.256+02","youtube",877,"2019-07-11 22:32:39.256+02","2019-07-11 22:32:39.256+02",3
263,"JVqMAlgAnlo","2019-07-11 22:44:42.07+02","youtube",456,"2019-07-11 22:44:42.07+02","2019-07-11 22:44:42.07+02",3
264,"50ZebmQq51Q","2019-07-11 23:21:05.66+02","youtube",944,"2019-07-11 23:21:05.661+02","2019-07-11 23:21:05.661+02",3
265,"AXCNVy9nwA8","2019-07-12 14:55:26.476+02","youtube",877,"2019-07-12 14:55:26.477+02","2019-07-12 14:55:26.477+02",3
266,"dbCNGOj8DGM","2019-07-12 15:05:22.447+02","youtube",210,"2019-07-12 15:05:22.447+02","2019-07-12 15:05:22.447+02",3
267,"AyHy71_tkcY","2019-07-12 15:15:36.735+02","youtube",289,"2019-07-12 15:15:36.735+02","2019-07-12 15:15:36.735+02",3
268,"OReAF9qwMkY","2019-07-12 15:41:34.636+02","youtube",1461,"2019-07-12 15:41:34.636+02","2019-07-12 15:41:34.636+02",3
269,"dbCNGOj8DGM","2019-07-12 15:44:51.524+02","youtube",210,"2019-07-12 15:44:51.524+02","2019-07-12 15:44:51.524+02",3
270,"LnxhWX_slgM","2019-07-13 17:04:10.798+02","youtube",2453,"2019-07-13 17:04:10.798+02","2019-07-13 17:04:10.798+02",3
271,"HBJpykHbbYI","2019-07-13 17:30:36.912+02","youtube",564,"2019-07-13 17:30:36.912+02","2019-07-13 17:30:36.912+02",3
272,"ueNWlMyUNy4","2019-07-13 17:38:04.983+02","youtube",756,"2019-07-13 17:38:04.983+02","2019-07-13 17:38:04.983+02",3
273,"1kZJLigrGTs","2019-07-13 17:41:27.36+02","youtube",1396,"2019-07-13 17:41:27.36+02","2019-07-13 17:41:27.36+02",3
274,"ygh19mJAXLo","2019-07-13 18:04:18.771+02","youtube",95,"2019-07-13 18:04:18.771+02","2019-07-13 18:04:18.771+02",3
172,"isCi672PdUk","2019-06-20 21:28:55.245+02","youtube",836,"2019-06-20 21:28:55.246+02","2019-06-20 21:28:55.246+02",3
275,"not set","2019-09-11 18:57:25.941+02","native",0,"2019-09-11 18:57:25.941+02","2019-09-11 18:57:25.941+02",1
276,"not set","2019-09-11 19:00:35.227+02","native",0,"2019-09-11 19:00:35.228+02","2019-09-11 19:00:35.228+02",1
277,"not set","2019-09-11 19:00:50.849+02","native",0,"2019-09-11 19:00:50.849+02","2019-09-11 19:00:50.849+02",1
278,"not set","2019-09-11 19:06:59.158+02","native",0,"2019-09-11 19:06:59.158+02","2019-09-11 19:06:59.158+02",1
279,"not set","2019-09-11 19:07:31.982+02","native",0,"2019-09-11 19:07:31.982+02","2019-09-11 19:07:31.982+02",1
280,"not set","2019-09-13 12:16:51.799+02","native",0,"2019-09-13 12:16:51.802+02","2019-09-13 12:16:51.802+02",1
281,"not set","2019-09-13 12:19:07.182+02","native",0,"2019-09-13 12:19:07.183+02","2019-09-13 12:19:07.183+02",1
282,"not set","2019-09-13 12:19:48.829+02","native",0,"2019-09-13 12:19:48.829+02","2019-09-13 12:19:48.829+02",1
283,"not set","2019-09-13 12:20:49.859+02","native",0,"2019-09-13 12:20:49.86+02","2019-09-13 12:20:49.86+02",1
284,"not set","2019-09-13 12:21:16.366+02","native",0,"2019-09-13 12:21:16.367+02","2019-09-13 12:21:16.367+02",1
285,"not set","2019-09-13 12:33:07.687+02","native",0,"2019-09-13 12:33:07.687+02","2019-09-13 12:33:07.687+02",1
286,"not set","2019-09-13 12:35:24.171+02","native",0,"2019-09-13 12:35:24.171+02","2019-09-13 12:35:24.171+02",1
287,"not set","2019-09-13 12:35:53.694+02","native",0,"2019-09-13 12:35:53.694+02","2019-09-13 12:35:53.694+02",1
288,"not set","2019-09-13 12:36:47.555+02","native",0,"2019-09-13 12:36:47.555+02","2019-09-13 12:36:47.555+02",1
289,"not set","2019-09-13 12:37:06.6+02","native",0,"2019-09-13 12:37:06.6+02","2019-09-13 12:37:06.6+02",1
290,"not set","2019-09-13 12:37:48.697+02","native",0,"2019-09-13 12:37:48.697+02","2019-09-13 12:37:48.697+02",1
291,"not set","2019-09-13 12:43:43.067+02","native",0,"2019-09-13 12:43:43.068+02","2019-09-13 12:43:43.068+02",1
292,"not set","2019-09-13 12:51:40.971+02","native",0,"2019-09-13 12:51:40.972+02","2019-09-13 12:51:40.972+02",1
293,"not set","2019-09-13 12:52:48.907+02","native",0,"2019-09-13 12:52:48.908+02","2019-09-13 12:52:48.908+02",1
294,"not set","2019-09-13 12:55:03.987+02","native",0,"2019-09-13 12:55:03.988+02","2019-09-13 12:55:03.988+02",1
295,"not set","2019-09-13 12:58:36.504+02","native",0,"2019-09-13 12:58:36.506+02","2019-09-13 12:58:36.506+02",1
296,"not set","2019-09-13 13:04:23.502+02","native",0,"2019-09-13 13:04:23.503+02","2019-09-13 13:04:23.503+02",1
297,"not set","2019-09-13 13:04:54.355+02","native",0,"2019-09-13 13:04:54.356+02","2019-09-13 13:04:54.356+02",1
298,"not set","2019-09-13 13:05:53.507+02","native",0,"2019-09-13 13:05:53.512+02","2019-09-13 13:05:53.512+02",1
299,"g9Lt1An","2019-09-13 13:53:37.088+02","native",0,"2019-09-13 13:53:37.092+02","2019-09-13 13:53:37.092+02",1
300,"PZOlI8H","2019-09-13 13:56:44.995+02","native",0,"2019-09-13 13:56:44.997+02","2019-09-13 13:56:44.997+02",1
301,"PP2hlg3","2019-09-13 13:58:52.018+02","native",0,"2019-09-13 13:58:52.02+02","2019-09-13 13:58:52.02+02",1
